Restuarant,review,label
nRzZac3LVgANpKPkDs4LSQ,I went in the early afternoon and got incredibly fast and friendly service.  The food is always good and fresh.  They seem to have a lot of turnover in employees; so I never see the same face twice; but the food certainly doesn't seem to suffer.  They even secret menu options ... if that's something you enjoy  :-),1
nRzZac3LVgANpKPkDs4LSQ,Found out this place finally open so some friends and I here at the office decided to give it a try.... Ordered online... very quick and easy.... Order was ready when requested.... just to add... I had an order of 11 sandwiches.... As there where packing all the sandwiches in a single large bag; I was going to order a drink; and the kind gentleman offered it to me for free.. nice!!.... Got back to the office and everyone was happy... all sandwiches where made to perfection and as requested... nothing missing nothing extra... The Philly was perfect; but I would suggest that you order extra cheese on it if you like'em cheesy.... we will definitely be returning in the near future..,1
nRzZac3LVgANpKPkDs4LSQ,Staff were over the top on customer service. The best part; I think they were being genuine. Food was good. Low key kinda place; patio seating is a nice option for people watching!!,1
nRzZac3LVgANpKPkDs4LSQ,The employee that decided to make fun of another employee took away from what is a usually very good experience at this location.  The young man making the sandwich was being very friendly; asked all the right things to make sure everything would be made correctly and was a pleasure. Then another employee started saying and asking things that made it clear that he was making fun of him or taunting him. The first employee looked shaken up by this but continued his excellent customer service.   Other employees got quiet and busy to stay out of it.  Food is always great; but manager should be checking out this kind of treatment by one employee to another.,1
nRzZac3LVgANpKPkDs4LSQ,The staff was very friendly. The quality of food was great. However; I received the least amount of meat I have gotten in my giant 9. I didn't order a giant to get 6 pieces of turkey; 6 pieces of roast beef; and 4 strips of bacon... I go to jersey mikes in San Diego a lot. I've never gotten a tiny sandwich like this one.,1
nRzZac3LVgANpKPkDs4LSQ,This was my friend's first time eating here. We walked in about 30 minutes to close when two employees; not paying attention to the door; were cleaning the grill. My friend ordered a chicken Parmesan sandwich. The employee told him he just put that stuff away. Which makes sense that he didn't want to re-clean the grill. So he reluctantly ordered a cold sub as anything hot would require re-dirtying the grill.  It's a shame that that he wasn't able to get the sandwich he really wanted because the workers were obviously trying to be out the door the minute they close. He will probably not be back.,0
nRzZac3LVgANpKPkDs4LSQ,Been here many times & would normally give it at least 3 stars but went in 5 minutes before it close & asked if it was too late & they said no.  Told them I don't want to keep them but they said it was fine.  Ordered a HOT buffalo chicken wrap which female cook dropped tortilla on grill for half a second & put it on paper then grilled chicken for 5 SECONDS on each side (her words). HOT wrap was ice cold.  When I asked isn't it  suppose to be hot she said all the condiments were cold & she cooked the meat 5 seconds on each side.  I will go again but not order if she is cooking.,1
nRzZac3LVgANpKPkDs4LSQ,"This place has wonderful sandwiches; always does.  That is why I will continue to go there.  Went there last week to pick up a call ahead order; as I was paying; with a credit card; the kid checking me out showed me where I could tip; but \no pressure\"" as he eyeballed each button press and was dissapointed as I chose no thank you.   I understand wanting to tip if you get great service; but be serious you are a sandwich shop.  Is it necessary to have to say no thanks on a tip while checking out with a credit card??  What were they wanting 20% to hand me a bag?  Eliminate the tip option on the credit card check out screens and 5 stars on a sandwich shop.  Sandwich shop...""",0
nRzZac3LVgANpKPkDs4LSQ,"This place has wonderful sandwiches; always does.  That is why I will continue to go there.  Went there last week to pick up a call ahead order; as I was paying; with a credit card; the kid checking me out showed me where I could tip; but \no pressure\"" as he eyeballed each button press and was dissapointed as I chose no thank you.   I understand wanting to tip if you get great service; but be serious you are a sandwich shop.  Is it necessary to have to say no thanks on a tip while checking out with a credit card??  What were they wanting 20% to hand me a bag?  Eliminate the tip option on the credit card check out screens and 5 stars on a sandwich shop.  Sandwich shop...""",0
LYLGCIqNQQrpMwOxJ1hlrg,"Damn; I feel like a fat pig. That might be the only meal I need today! Being a nice weather; Friday kind of day I headed to the ASU campus to give the newly opened Smashburger a try. I have no prior Smashburger experience; but it was a new place to Yelp and I love me a burger.  I drove; and parking is a bit tricky if you do not want to pay for the parking garage. Fortunately I found a spot down the street in the 25 cents per 10 minute parking meters. The restaurant is in a good location -  plenty of traffic from foot; car and bus. Being right off campus I am sure it will be a big hit with students. Once inside; I found the restaurant small and cramped. The line was to the door (probably being new; being Friday and being noon didn't help). I placed an eat-in order and waited by a large table with several people gathered around. Looking around; all tables were full. Counting the large table; there were only 11 tables inside and a bar that seated 3 in the back. Glancing outside; the patio seating was full as well.   I ordered the Arizona smashburger - which comes in 1/3 lb or  1/2 pound sizes. The 1/3 pound is $5.99 while the larger size is just a dollar more; so I went large. The burger comes with habanero cheese; guacamole; lettuce; tomato; onion; chipotle mayo; jalapenos and a chipotle bun. I could taste the guacamole; but the most noticable taste for me was the strong onions. The jalapenos were not noticeable.  I also ordered the smashfries which as small; thin fries seasoned with rosemary; olive oil; garlic and \other herbs\""...Safe to say no one is kissing me immediately after eating this meal.  After placing my order and waiting at the table for it to arrive; I then had to wait for a table to open up. It might take a bit of waiting to get seated; so be prepared. If you go with more than one person; it would be best to collect the orders and have one person scout for a table.   You definitely need two hands and a stack of napkins for this monster! Honestly it was difficult to wrangle - meat sticking out of the bun in all directions; guacamole sliding out; slippery tomatos and the mayo made for one messy sandwich - but I pushed through and eventually got a good grasp on the beast. I think it may be the best burger I have ever purchased. I would put it up against any backyard burger I have had in my day. The fries were simply amazing! I love rosemary and the combination of ingredients was unique and flavorful.   Another aspect of the restaurant was that it was a little loud. Most likely not a good spot to go if you want to meet and get to know someone through introductory conversation...then again the oozing of quacamole down the face probably wouldn't make a good first impression either...  All totalled; with burger  ($6.99); fries ($1.79 with sandwich purchase) and drink ($1.69) came in with tax at $11.39. A little higher than a standard fast food burger; but 10 times the taste! If you are not into burgers; they have chicken; salads and hot dogs to choose from. If you don't want one of the standard 5 burgers; you can create your own. Definitely a good option...  If you want a good burger experience; give a Smashburger (and Smashfries!) a try!!""",0
LYLGCIqNQQrpMwOxJ1hlrg,Great place to grab a bite to eat when on ASU campus. I usually just order a kids meal because for the price you pay you get normal size hot dog; side of fries and small soda... which is more than enough to fill me up!   The staff at this specific location are really nice too!,1
LYLGCIqNQQrpMwOxJ1hlrg,This was a very good burger. I ordered the 1/3lb Arizona special with a fried egg. They cook their Angus beef burger at a high heat with a crispy finish; and it tasted great!  Also ordered a side of their herb yam fries which were very good.  They also have Tazo iced tea; which was a nice touch. This location is a bit of a pain; since there is no free parking (it is in a parkade; so you can get some shade by parking in there). The burgers are $5.99 with an extra $1.99 for fries or yam fries.,0
LYLGCIqNQQrpMwOxJ1hlrg,"Well I just had to make a special trip out to the Valley's first Smashburger.  I love a good burger and while nothing really competes with the Fez Burger; this place will be making a run for the top spot.  Walking in; this place is pretty nice.  The color scheme is a bit of a nod to the traditional diner but without all of the red leather bar stools and diamondplate.  That's a good thing.  The people are very friendly and helpful (plus there were plenty on staff).  The menu is available outside (which I like because it helps make the line go a bit quicker) and they have a build-your-own card for your personalized burger creations.  In other words; they do everything that the Two Hippes Breakfast Joint doesn't.  Pretty sweet.  The food took 3-5minutes or so to come out.  We ordered ours To-Go but ended up eating outside.  It comes in a nicely packaged; especially if you were going to a picnic or something like that.  Nice presentation for to-go.  I ordered the Arizona Smashburger which was pretty much what you would expect it to be (no; not dusty).  Semi-ironically; this burger is called the Baja Burger elsewhere but the premise is the same - guacamole; peperjack; chipotle mayo; jalapenos on a chipotle bun.  Gotta say; this was actually on the slightly spicy side.  A nice change of pace from places that claim to have spicy food but never do.    The burger part of this meal was the best part.  Not only was it cooked to a perfect medium (you might want to specify if you like it more done) but it was a big juicy patty.  You could tell it had been a ball of meat that had literally been smashed into its current form.  Just like I make at home.  The burger was a bit on the salty side around the edges.  Not sure what that was about but I LIKED IT!  Really it was a damn tasty burger.  Finally; we also ordered some \veggie fries\"" which I sort of expected to be like veggie crisps.  They were just fried veggies.  Carrots and asparagus cut into little sticks with some salt.  It was good & came with some ranch dressing.  Simply not what I expected.  The final big plus about this place is its location.  Very happy to see a new place by a LRT stop.  You can never have too many restaurants by the LRT and having this one so close to the Vet/College stop will be great for football lovers; ASU students; and LRT riders like myself.  Well done Smashburger.  Bring on the chains.""",1
LYLGCIqNQQrpMwOxJ1hlrg,"could have been a 2 star rating because of the cleanliness; but realized that another chain burger joint charging $10 for an average burger didn't deserve it; especially when the burger is served with a side of sarcasm. not to mention that they are not community friendly at all. I asked to drop some flyers for the Grand Avenue Festival and they said no; not that they needed to say yes; but when I asked the manager to talk with the franchise managers about being a little more community involved and supportive; the manager barked very rudely \none of the businesses around here do that\""; which was a lie because just next door on college- Port Of Subs and the Cupz Coffee both allow people to leave flyers for their customers; so did the Hawaiian place and almost every other business around. I had to give this a 1 star because Arizona doesn't need another over priced; community sucker; who is not interested in creating a community; but just bleeding the money and running. he was so unfriendly and sarcastic that I didn't even want to place my order after that. i'll stick with Maizie's burgers anyday! I also heard the Grind on Camelback Rd  next to the Fenix eatery at about 40th street was the shiznitz! They said its hands down the best in town....on my way soon.""",0
LYLGCIqNQQrpMwOxJ1hlrg,This place is right down the street from my office; convenient right? Well maybe if there weren't other burger choices. Have tried the burgers and onion strings; both of which are overly salty; and the onions extremely soggy with grease.   The layout of the place is also really awkward. You come in and order and them wait for your food....except the is no where to wait? You kind of stand between their expediter; others waiting and right next to diners. They need a much better system. Prices also seem a little high...$10+ for a burger; fries & drink.,0
LYLGCIqNQQrpMwOxJ1hlrg,"Last night I was invited to Smashburger as a VIP (YAY) and was able to partake in some of their menu items for free. Now me pass up a free meal; hmm NEVER!   So I mosey on to Tempe after sitting in traffic for about an hour (boooo) but was able to snag a great parking space and made my way into Smashburger. My first impression was that it was cute little place and yes it is a bit small but cute for a burger place. I met up with Christina; who by the way was fabulous. (Thank you Christina for inviting me) and she gave me a menu; told me about the place and let me know that anything I wanted was on the house. Gotta love that right? The first thing I asked her was \ where is the ladies room?'\"" In which she informed me that it was actually outside; around the corner as that is how the restaurants are set up on College Ave. If you could have seen the look on my face. WOW! So after getting what has to be the biggest bathroom key ring I have EVER seen; I made my way around the corner to the ladies room. Although it was well lit; it still creeped me out that I had to go around the corner and kinda towards the back. Although it was very clean; still not really comfortable with that but again I guess that is how it is on College Ave. 1 star   Any-who; I proceeded to order the following food to try out and here they are:   Chocolate Milkshake - OMG! I don't even like Haagen -Daz ice cream (that is what the shakes are made with) and let me tell you that this was the BEST chocolate milkshake I have had in a very long time. Think; rich; and oh so good. 5 stars   Smashfries- they are made with rosemary; olive oil; garlic and other herbs. I was a little bummed as depending on which fry I picked up it was either cold; warm; or hot. Not consistent! 1star   Onion stack - Now I love me some onion rings but I didn't get to try them because when I got them guess what; they were COLD!!! I was so disappointed. How do you get cold onion rings? Double boo!! 0 stars   Arizona Smashburger- I had the 1/2 lb one and it had habanero cheese; guacamole; onions; chipotle mayo and fresh jalapenos on a chipotle bun. (I did not have the lettuce and tomato but it comes with that too) OMG! That was one good burger. Nice and spicy; the bun was way to small for that burger but it was so good. A chipotle bun? Who knew! The seasonings that they put on this burger made it really pop. I was thoroughly happy with it. 5 stars!   I did meet Greg and Kirk; (Regional Vice President and Franchise Owner in that order I believe) and I did express my thoughts on my meal; especially my fries and onion rings. They did offer to bring me out more and apologized profusely; but I declined as I did not want to waste any more food even if it was free as I there was no way I was going to be able to anything else after that burger and milkshake. 5 stars   Oh and the best part of the night; I got to meet fellow yelper Alexander C. and his friend Erin and I was able to go in the back and smash my own burger! That was very cool! 5 stars   So all in all; a few quirks regarding hot fries and onions rings; but the burgers were really good. Its a little pricey as well so be warned. They are opening up a couple more in the next few months. One on 99th Ave and McDowell; and one on 20th St and Camelback so be on the lookout. These locations will have wine and beer added as well.""",1
LYLGCIqNQQrpMwOxJ1hlrg,I ordered the classic smash burger with bacon; smash fries and sweet potato smash fries.  The burger was flavorful; had a nice char on the outside and tender on the inside; and was cooked as ordered (medium well); which i appreciated. As for the fries; both were tossed with rosemary; olive oil & garlic - YUM!  The only thing I didn't like was my butterfinger shake; which tasted nothing like a butterfinger - it was a watery; vanilla milkshake with a few pieces of butterfinger mixed-in - LAME!,0
LYLGCIqNQQrpMwOxJ1hlrg,Simple; satisfying and easy on the wallet; what's not to love about a well-cooked juicy slab of beef between two freshly baked buns? While some burgers are better than others; there usually isn't much to tell them apart.  Now comes Smashburger; the latest and certainly not the last; burger concept that distinguishes itself not by its number of fancy toppings; but by its cooking method.  Smashburger is located in Tempe; next to the ASU campus; where there is more eye candy than free parking. (There is a parking structure nearby with a $3 fee for the first hour.)  Smashburger's name pretty much says it all. The restaurant takes 100 percent ground Angus beef and; using a spatula; literally smashes it onto the cook top. The idea is to quickly sear the meat so that the juices are sealed inside the burger.  I was skeptical of the cooking method since smashing a burger forces juices out during cooking; causing a dry burger. But the staff was all smiles; friendly and showing a genuine eagerness to help.  After only a few bites of my half-pound Classic Smashburger ($5.99); I was convinced that their cooking method is sound -- it makes for a tasty burger. Hanging over the edges of the bun; the meat did remain juicy; with that slightly salty beefiness that I know and love.  If you're really hungry; you can add another half-pound patty for $3. Now that's a burger!  Smashfries ($1.79 when ordered with a sandwich); tossed with olive oil; garlic and rosemary; were an instant hit. The Haystack Onions were limp and too salty.  Chicken sandwiches; salads and hot dogs are also on he menu.  The Arizona Devil Dog ($3.99) is a Hebrew National 100 percent beef hot dog slathered with spicy guacamole; habanero cheese; jalapenos and onions on a toasted poppy-seed bun. Oh; the burn!  To cool things off; Smashburger makes Häagen-Dazs milkshakes ($3.99) in four flavors -- vanilla; chocolate; strawberry and cactus vanilla (prickly pear). The shakes are rich; creamy and decadent.  Being a fast-casual restaurant; customers order at the counter; then find a seat. In a short while; someone will bring out your grub.  The smallish dining space is modern in an accessible chain store kind of way. Be warned; there are no public restrooms in this store; so be sure to bring your own hand sanitizer.  So; contrary to popular belief; smashing is actually; well; quite smashing.,1
LYLGCIqNQQrpMwOxJ1hlrg,So I am not a fan of fast food. My husband and 2 young boys wanted to try Smash Burger (777 E College Ave; Tempe; AZ) before we went to the airport and they somehow convinced me to go.  It was a Monday 12:30pm so it was very crowded. We ordered our lunch but had to wait for a table to open. Our food was almost ready and my young boys were getting restless; but still no table. The cook in the back came out with fries and gave them to my boys to hold them over -- nice touch. The manager and 1 other person were hustling to clear and clean tables so that we could sit down faster. We sat down and boy was I surprised at what appeared on the table! Fresh; hot burgers and the most delicious fries seasoned with a hint of rosemary. My sons also ordered a chocolate shake which looked mouth watering!  I have never experienced tastier food; friendlier staff or for that matter; staff that hustle; as much as I experienced at the 777 E. College Ave location on Mon 3/19; 12:30pm  My only complaint is that there is not a Smashburger location in the city limits of Chicago! We cannot wait to return!,1
LYLGCIqNQQrpMwOxJ1hlrg,This review is long overdue!  I actually first came here when they just opened; maybe even on the first day.  I absolutely loved it then; and I absolutely loved it again when we came for Office Hours!  Both times I have been here I have ordered the BBQ Bacon Burger and the Veggie Frites.  So far; at least to me; this is the best burger in the Valley.  They season their burgers so much that it tiptoes along the lines of overkill; but I like it.  The burger is always juicy and fresh and the toppings are killer.  The BBQ sauce is thick and sweet and the perfect complement to the salty bacon and fried onion strings sitting atop the meat.  This is really a fantastic burger.  The Veggie Frites are yummy; especially the asparagus because the tops of them get all crispy.  They serve them with a generous side of ranch.  Yum!  Obviously; I love this place.  I am soooo excited to get one of these so close to downtown; but that is going to be a very dangerous thing.,1
LYLGCIqNQQrpMwOxJ1hlrg,Another new addition to Tempe and about a quarter mile or so from Mill ave and very close to ASU.  This is in the newer section of ASU on College and University and is very close to the dorms or a quick bite before a game.  The interior is a bit small and could easily crowd up fast and there is some seating outside. Food is pretty good and definitely stands out from the normal fast food fare.  My burger was crispy on the outside; but still juicy in the middle; which is part of the Smashburger namesake and style that they are known for.  There is a decent amount of variety between the types of burgers or chicken sandwiches that can be ordered.  Fries are a bit on the limp/soggy side and could use some improvement; but the option for garlic and rosemary was pretty cool (needs more garlic; though).  The shakes are amazing and almost too rich for a place of this caliber and really made Smashburger stand out as a restaurant/dining option.  Haagen-dasz ice cream shake in vanilla; chocolate; strawberry or mixed up creates a very tasty side or dessert.,0
LYLGCIqNQQrpMwOxJ1hlrg,So; how much do you like hamburgers?  Do you like them enough to pay $8 for one?  Do you like them enough to willingly go near ASU?  If you're still nodding your head; chances are good that you'll like Smashburger.    As burger joints go; it's one of the nicer ones--clean; stylish decor; and friendly employees are big pluses here.  You will pay for those pluses though; when you find yourself forking over more than $10 for the prototypical burger; fries; and high fructose corn syrup drink of your choice.    What you'll get for that ten-spot is somewhat distinctive though.  Smashburger's claim to fame; of course; is the way that they seer the burger patty; thus getting it piping hot in a hurry.  What this means for you is that you'll be the proud owner of one of the messier burgers in America.  Grab plenty of napkins and plan to wear a shirt you don't mind getting greasy.    I suppose the fries are a love em'/hate 'em affair.  If you're a traditionalist; prepare to be annoyed:  Smashfries are doused in oil and herbs.  They make a nice taste; but get old pretty quickly and I've never been able to finish an order.  Though hardly cheap or perfect; I like Smashburger on occasion as it's a nice change from the usual fast food fare.,1
LYLGCIqNQQrpMwOxJ1hlrg,The food is good; though the burgers are a *tad* on the greasy side. I get a kid's meal and it fills me up perfectly. Staff is always nice; even when there's a rush; but there's no place to stand and wait for a take out order aside from next to the soda fountain and trash.,1
LYLGCIqNQQrpMwOxJ1hlrg,Excellent! Great customer service and good eats. Do yourself a favor and just try it one time.,1
LYLGCIqNQQrpMwOxJ1hlrg,I was excited to try Smashburger today for the first time after a meeting; but I have to say...I've experienced better.    The menu is decent with enough variety to choose from to keep people coming back (you can choose to have a 1/3 lb; 1/2 lb; or chicken burger for a kind of 'burger'); but there are better burger places to make this place someplace I'd want to keep returning.  First off; there are no combo meals.  You have to get everything a la carte; but if you buy a side with a burger; you get $1 off the side.  Still; I got a 1/3 lb mushroom burger with veggie frites; and I paid about $10.  No drink included.  At a place that is technically fast-food.  And THAT was supposed to be a deal.  Second; the veggie frites were kind of soggy.  There was no crispity crunchy outing that I would have expected from fried veggies.  And they were a bit salty.  And Smashburger was kind of stingy about how much they gave me.  The dip they gave me for the frites were good; though.  I dipped the burger in it; too.  I mean; the employees are friendly; the food is made to order so it's fresh; you have the freedom to basically make your own burger; and the egg bread that my burger came on was really good; which is all great; but for a college kid who's got to be financially responsible; better overall value can be found someplace else.,1
LYLGCIqNQQrpMwOxJ1hlrg,"It's no secret that I love me a good cheeseburger  so I was excited to try a new place. New to me anyway :)  My first impression of the place is they could use a hand. It was kinda busy (Friday lunchtime) but there were only two people in front of me in line and it still took forever. Partly because when I finally got up to front the one guy taking orders had to stop to make shakes. Another guy finally came out after a few minutes and took my order. So they're not the fastest place in town.  But; I was happy to see their menu featured a \build your own\"" option. I like my burger relatively plain so I ordered the regular bun; american cheese; tomato; lettuce and mayo. I also ordered a side of the smashfries. Who could turn down fries with olive oil and rosemary? Not this girl.  The burger was juicy and tasted fresh but was a bit on the salty side. The boyfriend and friend both said theirs were not too salty so it was just mine I guess. It happens.  The fries were tasty; thin cut and came out nice and hot. Reminded me a little of McDonald's fries but with oil and rosemary. The boyfriend had the onion strings which were also a little on the salty side. Maybe the cook that day just really likes salt?  If it weren't for the over-saltiness of my burger I would have thought it was quite tasty so I'm willing to try Smashburger again. And the manager walked by several times asking how our food was. I probably should have said something but it wasn't bad enough that I didn't eat it so I can't be too hard on them.""",1
LYLGCIqNQQrpMwOxJ1hlrg,"After seeing this place reviewed on Yelp; I felt it was time to stop by and check it out.  I'm a burger loving kind of gal; and am always on the hunt for a good peice of meat.  This place definately has it going on.  After finding a place to park in the garage; I wandered into Smashburger and was happy to see that it was a clean new place. Ample menu of items to choose from; with a small variety of burgers; a hot dog or two and some chicken options as well.  I was torn between the BBQ burger and the All American.  I went with the All American; and boy; was it good.  Good came out quick and service was great.  Ya know what else?  They had a bunch of Yelp pens here at the register!!  This brought a smile to my face! Yippie!  What I really liked about this place is the burger is juicy; and not dry or \corporate\"" tasting.  I didn't feel like it was to greasy either.  I found it to actually have flavor on its own as well.  Worth a stop here.  I should also mention that this is review #300 for me.  Ya wanna know what else?  I hit 3000 miles on my car yesterday.  Cool; huh?  Possibly a sign; but quite cool that I am doing review #300 and hit 3000 miles on my car in the same day.  Cool.""",1
LYLGCIqNQQrpMwOxJ1hlrg,"I AM AN OFFICIAL YELPER!!!!!!   whew; now that I got that out of my system I need to thank Gabi for inviting us cool hip yelpers to Smash Burger. This was my first yelp event. I went with Don S. for some good ol' father daughter yelping bonding. Between the great people; the wonderful conversation; and general excitement; I have to say this was a wonderful lunch out.  Now for the niddy griddy. You might be asking yourself \Whassup? Why didn't they get 5 stars if it was a great lunch event?\"" or \""whahappened?\"" as they say in my family.  My main judging points with restaurants and bars is food and service. I've eaten in dumpy little hole in the walls but would give them 5 stars cause the food was great and so was the service.  Here at Smashburger; the service was most certainly friendly. We were greeted with a smile and fairly quickly. Off to a great start. I started to look at the menu; and it was very interesting. They had fried veggies (which I really like and highly recommend). But here is where it totally lost me. there were no vegetarian options. For a college town; I found this to be weird. Where's the love guys? So I was forced to construct a burger without the meat. The lady at the front was as kind as she could be; but looked at me like I had lobsters crawling out from my ears. All in all the food was great; and my specialty meal was made very well. But show the vegetarians some love! I mean come on!""",1
LYLGCIqNQQrpMwOxJ1hlrg,Why  not another star?....tooo much oil!. Fries come dripping oil! No objection to the fact they have herb Seasoning.  The rest; it is just another burger served in a fancy way. All tastes good; but I certainly won't be a client.   Service is really nice; and the place is clean and at least you can enjoy your meal; eating with no rush; like it usually happens in the red/orange/yellow colored places.,1
LYLGCIqNQQrpMwOxJ1hlrg,Damn you cheeseburgers and how good you taste; I would be a healthier person if this deliciousness were never invented.  At least at Smashburger I have the option to negate the damage that I may be doing to my health when I eat their awesome; juicy; tasty cheeseburger by ordering their mixed-vegetable side instead of their fries.    Don't get me wrong; the fries are good.  I haven't tried the Smash Fries yet; but given the great flavor of everything else that I've eaten at Smashburger; I would imagine that those seasoned fries are damned good too.  Nevertheless; opting for the asparagus/ string beans/ carrots mixture is a good way to fool yourself into believing that you are eating a light and healthy lunch.  I was also fooled when I saw my Smashburger.  Perhaps the tray that it came on was an optical illusion; but when my 1/3 lb. burger was brought to my table I thought that maybe I didn't order enough food for lunch.  Yet when I was half way through my meal I definitely realized that I had more than enough food to eat.    Just like many other new fast food restaurant concepts that are popping up all over the place; the food at Smashburger tastes as though it is fresh and of very high quality.  In the same vein; the food definitely tasted as though it was made explicitly for my order and had never seen a warming tray or a microwave.  I only wish that there were more Smashburgers in the Valley because when ASU goes back into session I would imagine that it will be very difficult to grab a quick lunch at this restaurant.,1
